id,name,field,truth_value,source_url,notes
32,Meta Ads,existing_mcp,,https://developers.facebook.com/docs/marketing-apis,
32,Meta Ads,webhooks,,https://developers.facebook.com/docs/marketing-apis,
32,Meta Ads,verdict,,https://developers.facebook.com/docs/marketing-apis,
37,systeme.io,auth_methods,,https://developer.systeme.io/reference/api,
37,systeme.io,access,,https://developer.systeme.io/reference/api,
37,systeme.io,api_type,,https://developer.systeme.io/reference/api,
37,systeme.io,existing_mcp,,https://developer.systeme.io/reference/api,
37,systeme.io,webhooks,,https://developer.systeme.io/reference/api,
37,systeme.io,verdict,,https://developer.systeme.io/reference/api,
41,Shopify,auth_methods,,https://shopify.dev,
41,Shopify,access,,https://shopify.dev,
41,Shopify,api_type,,https://shopify.dev,
41,Shopify,existing_mcp,,https://shopify.dev,
41,Shopify,webhooks,,https://shopify.dev,
41,Shopify,verdict,,https://shopify.dev,
50,fanbasis,auth_methods,,https://commasdocs.com/,
50,fanbasis,access,,https://commasdocs.com/,
50,fanbasis,api_type,,https://commasdocs.com/,
50,fanbasis,existing_mcp,,https://commasdocs.com/,
50,fanbasis,webhooks,,https://commasdocs.com/,
50,fanbasis,verdict,,https://commasdocs.com/,
56,Firecrawl,auth_methods,,https://docs.firecrawl.dev,
56,Firecrawl,access,,https://docs.firecrawl.dev,
56,Firecrawl,api_type,,https://docs.firecrawl.dev,
56,Firecrawl,existing_mcp,,https://docs.firecrawl.dev,
56,Firecrawl,webhooks,,https://docs.firecrawl.dev,
56,Firecrawl,verdict,,https://docs.firecrawl.dev,
58,Sherlock,auth_methods,,https://github.com/sherlock-project/sherlock,
58,Sherlock,access,,https://github.com/sherlock-project/sherlock,
58,Sherlock,api_type,,https://github.com/sherlock-project/sherlock,
58,Sherlock,existing_mcp,,https://github.com/sherlock-project/sherlock,
58,Sherlock,webhooks,,https://github.com/sherlock-project/sherlock,
58,Sherlock,verdict,,https://github.com/sherlock-project/sherlock,
61,GitHub,auth_methods,,https://docs.github.com/rest,
61,GitHub,access,,https://docs.github.com/rest,
61,GitHub,api_type,,https://docs.github.com/rest,
61,GitHub,existing_mcp,,https://docs.github.com/rest,
61,GitHub,webhooks,,https://docs.github.com/rest,
61,GitHub,verdict,,https://docs.github.com/rest,
66,Neo4j,auth_methods,,https://neo4j.com/docs/aura/platform/api/overview/,
66,Neo4j,access,,https://neo4j.com/docs/aura/platform/api/overview/,
66,Neo4j,api_type,,https://neo4j.com/docs/aura/platform/api/overview/,
66,Neo4j,existing_mcp,,https://neo4j.com/docs/aura/platform/api/overview/,
66,Neo4j,webhooks,,https://neo4j.com/docs/aura/platform/api/overview/,
66,Neo4j,verdict,,https://neo4j.com/docs/aura/platform/api/overview/,
71,Notion,auth_methods,,https://developers.notion.com,
71,Notion,access,,https://developers.notion.com,
71,Notion,api_type,,https://developers.notion.com,
71,Notion,existing_mcp,,https://developers.notion.com,
71,Notion,webhooks,,https://developers.notion.com,
71,Notion,verdict,,https://developers.notion.com,
80,Harvest,auth_methods,,https://help.getharvest.com/api-v2/,
80,Harvest,access,,https://help.getharvest.com/api-v2/,
80,Harvest,api_type,,https://help.getharvest.com/api-v2/,
80,Harvest,existing_mcp,,https://help.getharvest.com/api-v2/,
80,Harvest,webhooks,,https://help.getharvest.com/api-v2/,
80,Harvest,verdict,,https://help.getharvest.com/api-v2/,
81,Stripe,auth_methods,,https://docs.stripe.com/api,
81,Stripe,access,,https://docs.stripe.com/api,
81,Stripe,api_type,,https://docs.stripe.com/api,
81,Stripe,existing_mcp,,https://docs.stripe.com/api,
81,Stripe,webhooks,,https://docs.stripe.com/api,
81,Stripe,verdict,,https://docs.stripe.com/api,
84,Paygent Connect,auth_methods,,,
84,Paygent Connect,access,,,
84,Paygent Connect,api_type,,,
84,Paygent Connect,existing_mcp,,,
84,Paygent Connect,webhooks,,,
84,Paygent Connect,verdict,,,
91,NotebookLM,auth_methods,,https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks,
91,NotebookLM,access,,https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks,
91,NotebookLM,api_type,,https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks,
91,NotebookLM,existing_mcp,,https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks,
91,NotebookLM,webhooks,,https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks,
91,NotebookLM,verdict,,https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks,
92,Otter AI,auth_methods,,https://help.otter.ai/hc/en-us/articles/36130822688279-Otter-ai-Public-API,
92,Otter AI,access,,https://help.otter.ai/hc/en-us/articles/36130822688279-Otter-ai-Public-API,
92,Otter AI,api_type,,https://help.otter.ai/hc/en-us/articles/36130822688279-Otter-ai-Public-API,
92,Otter AI,existing_mcp,,https://help.otter.ai/hc/en-us/articles/36130822688279-Otter-ai-Public-API,
92,Otter AI,webhooks,,https://help.otter.ai/hc/en-us/articles/36130822688279-Otter-ai-Public-API,
92,Otter AI,verdict,,https://help.otter.ai/hc/en-us/articles/36130822688279-Otter-ai-Public-API,
